ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link
1365,How Many Numbers Are Smaller Than the Current Number,85.6%,Easy,0.007109877088701, https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number
10,Regular Expression Matching,26.8%,Hard,0.0071865203293987, https://leetcode.com/problems/regular-expression-matching
16,3Sum Closest,46.0%,Medium,0.0075259057003469, https://leetcode.com/problems/3sum-closest
240,Search a 2D Matrix II,43.2%,Medium,0.0075829747244553, https://leetcode.com/problems/search-a-2d-matrix-ii
876,Middle of the Linked List,68.4%,Easy,0.0076248939756969, https://leetcode.com/problems/middle-of-the-linked-list
56,Merge Intervals,39.3%,Medium,0.0077969727060047, https://leetcode.com/problems/merge-intervals
239,Sliding Window Maximum,43.0%,Hard,0.0078989352245344, https://leetcode.com/problems/sliding-window-maximum
49,Group Anagrams,56.9%,Medium,0.0085389513142321, https://leetcode.com/problems/group-anagrams
977,Squares of a Sorted Array,72.1%,Easy,0.0087336799687546, https://leetcode.com/problems/squares-of-a-sorted-array
139,Word Break,40.1%,Medium,0.0087413144015735, https://leetcode.com/problems/word-break
295,Find Median from Data Stream,44.3%,Hard,0.0089989358685695, https://leetcode.com/problems/find-median-from-data-stream
128,Longest Consecutive Sequence,45.1%,Hard,0.0090518834853154, https://leetcode.com/problems/longest-consecutive-sequence
23,Merge k Sorted Lists,40.2%,Hard,0.009092808657599, https://leetcode.com/problems/merge-k-sorted-lists
20,Valid Parentheses,39.0%,Easy,0.0091706953260616, https://leetcode.com/problems/valid-parentheses
279,Perfect Squares,47.4%,Medium,0.009216655104924, https://leetcode.com/problems/perfect-squares
96,Unique Binary Search Trees,52.9%,Medium,0.0092422099648208, https://leetcode.com/problems/unique-binary-search-trees
387,First Unique Character in a String,53.4%,Easy,0.0093926801990541, https://leetcode.com/problems/first-unique-character-in-a-string
113,Path Sum II,46.7%,Medium,0.0097848138799982, https://leetcode.com/problems/path-sum-ii
61,Rotate List,30.0%,Medium,0.0099256397999699, https://leetcode.com/problems/rotate-list
234,Palindrome Linked List,39.3%,Easy,0.0101718779387339, https://leetcode.com/problems/palindrome-linked-list
92,Reverse Linked List II,38.8%,Medium,0.010427623162259, https://leetcode.com/problems/reverse-linked-list-ii
236,Lowest Common Ancestor of a Binary Tree,45.7%,Medium,0.0105758917590581, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
148,Sort List,42.3%,Medium,0.011204599012863, https://leetcode.com/problems/sort-list
48,Rotate Image,56.7%,Medium,0.0114286958236227, https://leetcode.com/problems/rotate-image
1051,Height Checker,71.1%,Easy,0.0114680155916411, https://leetcode.com/problems/height-checker
987,Vertical Order Traversal of a Binary Tree,36.6%,Medium,0.011601058182762, https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
543,Diameter of Binary Tree,48.4%,Easy,0.0118986067984958, https://leetcode.com/problems/diameter-of-binary-tree
88,Merge Sorted Array,39.4%,Easy,0.0119869580329825, https://leetcode.com/problems/merge-sorted-array
137,Single Number II,52.4%,Medium,0.0125275675326628, https://leetcode.com/problems/single-number-ii
344,Reverse String,68.5%,Easy,0.013014662307854, https://leetcode.com/problems/reverse-string
85,Maximal Rectangle,37.7%,Hard,0.0133335308694651, https://leetcode.com/problems/maximal-rectangle
329,Longest Increasing Path in a Matrix,43.4%,Hard,0.0134005355374821, https://leetcode.com/problems/longest-increasing-path-in-a-matrix
70,Climbing Stairs,47.8%,Easy,0.0134949755750043, https://leetcode.com/problems/climbing-stairs
1192,Critical Connections in a Network,48.6%,Hard,0.0135274298171563, https://leetcode.com/problems/critical-connections-in-a-network
13,Roman to Integer,55.7%,Easy,0.0136451034035694, https://leetcode.com/problems/roman-to-integer
44,Wildcard Matching,24.7%,Hard,0.0137035374972618, https://leetcode.com/problems/wildcard-matching
64,Minimum Path Sum,54.5%,Medium,0.0137343834495983, https://leetcode.com/problems/minimum-path-sum
703,Kth Largest Element in a Stream,49.7%,Easy,0.0138987643908149, https://leetcode.com/problems/kth-largest-element-in-a-stream
24,Swap Nodes in Pairs,50.4%,Medium,0.013945066390122, https://leetcode.com/problems/swap-nodes-in-pairs
315,Count of Smaller Numbers After Self,41.5%,Hard,0.0143525965749565, https://leetcode.com/problems/count-of-smaller-numbers-after-self
41,First Missing Positive,32.0%,Hard,0.0143680632669201, https://leetcode.com/problems/first-missing-positive
142,Linked List Cycle II,37.3%,Medium,0.0147109550646678, https://leetcode.com/problems/linked-list-cycle-ii
54,Spiral Matrix,34.1%,Medium,0.0147761677076887, https://leetcode.com/problems/spiral-matrix
198,House Robber,42.0%,Easy,0.0149465650306391, https://leetcode.com/problems/house-robber
217,Contains Duplicate,56.0%,Easy,0.0151060274310132, https://leetcode.com/problems/contains-duplicate
561,Array Partition I,72.0%,Easy,0.0151863207079855, https://leetcode.com/problems/array-partition-i
238,Product of Array Except Self,60.1%,Medium,0.0156298971608747, https://leetcode.com/problems/product-of-array-except-self
59,Spiral Matrix II,53.9%,Medium,0.0157918796978916, https://leetcode.com/problems/spiral-matrix-ii
204,Count Primes,31.5%,Easy,0.0158426126394895, https://leetcode.com/problems/count-primes
322,Coin Change,35.5%,Medium,0.0160227741881222, https://leetcode.com/problems/coin-change
51,N-Queens,46.6%,Hard,0.0163938097756764, https://leetcode.com/problems/n-queens
191,Number of 1 Bits,49.8%,Easy,0.0167352362404584, https://leetcode.com/problems/number-of-1-bits
178,Rank Scores,45.8%,Medium,0.016785958549561, https://leetcode.com/problems/rank-scores
389,Find the Difference,55.3%,Easy,0.0169783365344178, https://leetcode.com/problems/find-the-difference
994,Rotting Oranges,49.2%,Medium,0.0170879418971956, https://leetcode.com/problems/rotting-oranges
175,Combine Two Tables,60.8%,Easy,0.0172352025814879, https://leetcode.com/problems/combine-two-tables
6,ZigZag Conversion,36.3%,Medium,0.0172682725322634, https://leetcode.com/problems/zigzag-conversion
993,Cousins in Binary Tree,52.0%,Easy,0.0174144583686365, https://leetcode.com/problems/cousins-in-binary-tree
200,Number of Islands,46.8%,Medium,0.0179254817660544, https://leetcode.com/problems/number-of-islands
146,LRU Cache,33.2%,Medium,0.0182757799387368, https://leetcode.com/problems/lru-cache
229,Majority Element II,35.6%,Medium,0.0190572704102861, https://leetcode.com/problems/majority-element-ii
525,Contiguous Array,42.8%,Medium,0.0197537287362325, https://leetcode.com/problems/contiguous-array
300,Longest Increasing Subsequence,42.6%,Medium,0.0208939436819121, https://leetcode.com/problems/longest-increasing-subsequence
45,Jump Game II,30.6%,Hard,0.0213531244705689, https://leetcode.com/problems/jump-game-ii
18,4Sum,33.7%,Medium,0.0220111601013515, https://leetcode.com/problems/4sum
221,Maximal Square,37.7%,Medium,0.0221084907542034, https://leetcode.com/problems/maximal-square
395,Longest Substring with At Least K Repeating Characters,41.4%,Medium,0.0242289259743798, https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters
836,Rectangle Overlap,48.6%,Easy,0.0242289259743798, https://leetcode.com/problems/rectangle-overlap
220,Contains Duplicate III,20.9%,Medium,0.0248769047554045, https://leetcode.com/problems/contains-duplicate-iii
312,Burst Balloons,51.8%,Hard,0.0255278699533429, https://leetcode.com/problems/burst-balloons
343,Integer Break,50.4%,Medium,0.0271571339689074, https://leetcode.com/problems/integer-break
11,Container With Most Water,50.8%,Medium,0.0272764845762222, https://leetcode.com/problems/container-with-most-water
219,Contains Duplicate II,37.7%,Easy,0.0285009791675499, https://leetcode.com/problems/contains-duplicate-ii
1108,Defanging an IP Address,87.5%,Easy,0.0290138211907157, https://leetcode.com/problems/defanging-an-ip-address
176,Second Highest Salary,31.6%,Easy,0.0292525428374373, https://leetcode.com/problems/second-highest-salary
368,Largest Divisible Subset,38.0%,Medium,0.0303513434241384, https://leetcode.com/problems/largest-divisible-subset
55,Jump Game,34.6%,Medium,0.0309852523818078, https://leetcode.com/problems/jump-game
1114,Print in Order,65.7%,Easy,0.0317486983145803, https://leetcode.com/problems/print-in-order
617,Merge Two Binary Trees,74.1%,Easy,0.0326492986676611, https://leetcode.com/problems/merge-two-binary-trees
12,Integer to Roman,55.1%,Medium,0.0337015888109755, https://leetcode.com/problems/integer-to-roman
214,Shortest Palindrome,29.8%,Hard,0.0341913647482793, https://leetcode.com/problems/shortest-palindrome
4,Median of Two Sorted Arrays,29.6%,Hard,0.0345656531122808, https://leetcode.com/problems/median-of-two-sorted-arrays
74,Search a 2D Matrix,36.5%,Medium,0.0368535487588291, https://leetcode.com/problems/search-a-2d-matrix
31,Next Permutation,32.6%,Medium,0.0368610211315989, https://leetcode.com/problems/next-permutation
7,Reverse Integer,25.8%,Easy,0.0370311099306989, https://leetcode.com/problems/reverse-integer
560,Subarray Sum Equals K,43.9%,Medium,0.0378713606995214, https://leetcode.com/problems/subarray-sum-equals-k
42,Trapping Rain Water,48.9%,Hard,0.0384909606076536, https://leetcode.com/problems/trapping-rain-water
202,Happy Number,50.4%,Easy,0.0385374444418702, https://leetcode.com/problems/happy-number
25,Reverse Nodes in k-Group,42.1%,Hard,0.040236757867738, https://leetcode.com/problems/reverse-nodes-in-k-group
37,Sudoku Solver,43.6%,Hard,0.0405278336121183, https://leetcode.com/problems/sudoku-solver
53,Maximum Subarray,46.5%,Easy,0.0429934068559204, https://leetcode.com/problems/maximum-subarray
725,Split Linked List in Parts,52.2%,Medium,0.0460380492025572, https://leetcode.com/problems/split-linked-list-in-parts
206,Reverse Linked List,62.5%,Easy,0.0463469672541273, https://leetcode.com/problems/reverse-linked-list
15,3Sum,26.8%,Medium,0.0535746746494733, https://leetcode.com/problems/3sum
728,Self Dividing Numbers,74.3%,Easy,0.054658412537864, https://leetcode.com/problems/self-dividing-numbers
76,Minimum Window Substring,34.6%,Hard,0.0547332219608938, https://leetcode.com/problems/minimum-window-substring
218,The Skyline Problem,34.6%,Hard,0.0564413109049518, https://leetcode.com/problems/the-skyline-problem
420,Strong Password Checker,14.0%,Hard,0.0610876919798381, https://leetcode.com/problems/strong-password-checker
739,Daily Temperatures,63.3%,Medium,0.0611138332322297, https://leetcode.com/problems/daily-temperatures
115,Distinct Subsequences,38.3%,Hard,0.0614947816078062, https://leetcode.com/problems/distinct-subsequences
22,Generate Parentheses,62.7%,Medium,0.0675932911325281, https://leetcode.com/problems/generate-parentheses
706,Design HashMap,61.3%,Easy,0.0683442674369718, https://leetcode.com/problems/design-hashmap
274,H-Index,36.1%,Medium,0.0741690725722787, https://leetcode.com/problems/h-index
82,Remove Duplicates from Sorted List II,36.8%,Medium,0.1110882064011508, https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii
3,Longest Substring Without Repeating Characters,30.4%,Medium,0.1446927465337468, https://leetcode.com/problems/longest-substring-without-repeating-characters
5,Longest Palindromic Substring,29.5%,Medium,0.1872630233931392, https://leetcode.com/problems/longest-palindromic-substring
741,Cherry Pickup,33.9%,Hard,0.2090917978585594, https://leetcode.com/problems/cherry-pickup
1096,Brace Expansion II,62.2%,Hard,0.2363887780642304, https://leetcode.com/problems/brace-expansion-ii
21,Merge Two Sorted Lists,53.5%,Easy,0.2612738868325316, https://leetcode.com/problems/merge-two-sorted-lists
2,Add Two Numbers,33.9%,Medium,0.303844163691924, https://leetcode.com/problems/add-two-numbers
1,Two Sum,45.6%,Easy,0.3464144405513164, https://leetcode.com/problems/two-sum
